-0.035186,0.000523
-0.016781,-0.010250
0.030635,0.002936
0.050281,-0.058045
0.042486,0.068387
0.009759,0.071080
-0.005459,0.071843
-0.016862,0.002626
0.032201,0.062800
-0.081375,0.049846
-0.070255,-0.028989
0.031429,-0.069326
-0.077165,-0.078124
-0.014565,-0.025119
0.014029,0.034592
0.058067,0.064303
-0.093307,0.060310
0.074108,-0.036419
0.011045,0.074931
-0.032897,-0.026043
0.049075,0.076199
-0.088009,-0.000232
-0.070373,-0.040280
0.011509,-0.006585
0.078068,-0.022538
-0.078763,0.015555
0.046794,0.034631
-0.010779,0.041320
0.008790,-0.003558
0.097268,-0.099227
-0.084607,0.003795
-0.060203,0.026204
0.079615,-0.054958
0.072182,0.022349
0.061220,-0.083756
0.067877,0.058459
-0.083130,0.044830
-0.015415,0.003654
0.052606,0.015655
-0.012212,0.028877
-0.010107,-0.010841
0.054587,-0.026972
-0.089995,0.003097
0.090809,0.011244
0.004451,-0.030470
0.091351,-0.010177
0.076246,-0.015067
-0.070731,0.008957
-0.030506,0.049728
-0.071348,-0.000147
0.032188,0.025501
-0.052105,-0.025318
-0.023935,0.034088
-0.031448,0.088731
0.095603,0.048007
0.076892,0.080365
-0.026486,0.042098
-0.085606,0.046632
-0.054682,-0.078756
0.022288,0.021983
0.009152,-0.072077
0.082439,0.062560
-0.037839,0.001134
0.005053,-0.090206
0.035414,0.030457
0.098659,0.027475
0.008383,0.054186
-0.036229,0.021830
-0.012369,-0.070992
-0.075434,0.048775
-0.098864,0.014107
-0.035747,0.075419
0.075872,-0.062991
-0.074185,0.051177
-0.067631,0.056603
-0.040368,0.035654
-0.028186,-0.066391
0.033971,-0.077581
0.011969,0.008683
0.008886,-0.013882
-0.010999,-0.007533
-0.032960,-0.036219
-0.050429,0.062844
0.053054,0.012054
-0.028416,0.056875
-0.003153,0.077961
0.077431,0.009914
0.096428,-0.041632
-0.007028,-0.084765
0.098192,-0.020358
0.057369,-0.001576
-0.061688,-0.000261
0.079153,-0.076175
-0.033934,0.077133
0.035681,-0.040645
-0.066358,-0.074084
0.046736,-0.046665
-0.049430,-0.007105
-0.038047,-0.051256
0.063571,-0.074410
-0.042351,-0.074027
0.053753,0.089479
-0.042135,-0.013380
-0.030305,-0.041429
-0.047640,-0.013346
-0.076216,-0.027267
-0.025280,-0.003393
0.039971,0.035918
-0.021112,-0.035547
-0.038450,-0.076746
0.081049,-0.010103
0.038593,0.071130
-0.049660,0.062273
0.036253,0.006690
0.025466,0.015779
0.049675,0.069403
0.050605,0.080028
-0.041604,-0.035830
0.042359,-0.069562
0.000650,-0.017465
-0.026986,-0.009482
0.075479,-0.096952
0.068926,-0.006135
-0.029369,0.068888
-0.078998,0.052624
-0.039244,0.028289
0.030102,0.017428
0.020882,0.040657
